AUC-ROC,AUC-PR,Best_F1,Precision@Best_F1,Recall@Best_F1,Best_Threshold,n_positives,n_negatives
0.8546910797498721,0.6448031620483786,0.6113906218555041,0.7320481927710843,0.5248790601243953,-0.5775672,2894,28940
