AUC-ROC,AUC-PR,Best_F1,Precision@Best_F1,Recall@Best_F1,Best_Threshold,n_positives,n_negatives
0.8544380286716697,0.41340637771700267,0.4695960940967599,0.6563275434243176,0.3655839668279198,0.7277171,2894,231520
