AUC-ROC,AUC-PR,Best_F1,Precision@Best_F1,Recall@Best_F1,Best_Threshold,n_positives,n_negatives
0.7932397964666309,0.19569400341445464,0.26638655462184874,0.3397642015005359,0.21907394609536973,-10.994074,2894,231520
