AUC-ROC,AUC-PR,Best_F1,Precision@Best_F1,Recall@Best_F1,Best_Threshold,n_positives,n_negatives
0.7930528763607377,0.460876762922536,0.4473431805102628,0.5028029322984044,0.4029025570145128,-11.7767935,2894,28940
