AUC-ROC,AUC-PR,Best_F1,Precision@Best_F1,Recall@Best_F1,Best_Threshold,n_positives,n_negatives
0.8546039896666793,0.6359172951196258,0.5972250150814398,0.7142857142857143,0.513130615065653,1.4771295,2894,28940
