AUC-ROC,AUC-PR,Best_F1,Precision@Best_F1,Recall@Best_F1,Best_Threshold,n_positives,n_negatives
0.8552571869318071,0.39186891772671634,0.43683168316831683,0.511595547309833,0.3811333794056669,2.0287044,2894,231520
